id,name,set,cn,oid,cmc,ci,type
c3b21941-1b7d-4fde-8b1d-7edbd5e5b796,Eye of Ugin,WWK,136,10d13ff6-c4d0-4753-8939-a8a90f0e92bb,0,,Legendary Land
c3db9b84-9842-446c-b47b-12195002e261,Ebony Horse,SUM,247,4eb67ba3-35e3-47c3-820f-62814cf202a7,3,,Artifact
c409f51e-eea5-478b-8679-27309bd73936,Tropical Island,FBB,288,74b7fe23-5d3a-4092-8d78-7c0eba8f6f73,0,GU,Land — Forest Island
c4300d24-1cae-4dd5-be7e-38cc677cf5bd,Sol Ring,LEA,269,6ad8011d-3471-4369-9d68-b264cc027487,1,,Artifact
c44669b2-bf9a-41c3-91c7-d845b0061fbf,Mishra's Factory,ATQ,80c,5963e0ef-e0bc-4611-ad4f-813a4c0eacfb,0,,Land
c474cd6b-5610-49eb-ac98-918d900efe8b,Bottle of Suleiman,ARN,58,f32d19d6-8ac1-4744-b2c2-5c9d4cd0da70,4,,Artifact
c48d1586-23e9-4b0e-91ff-01bd6f32427c,"Gyome, Master Chef",C21,332,0f1b5cea-2035-444c-9f63-87dcb9782c74,4,BG,Legendary Creature — Troll Warlock
c48e6462-638f-4642-bba4-1bf68c1fcd0f,Enlightened Tutor,PLST,MIR-14,c5229c17-b7be-4b05-b683-f2277edc4849,1,W,Instant
c49ecc66-dccb-4026-8c6e-0b275a635a1f,Farmstead,LEB,20,0d71b157-09a0-4fd4-beb9-103117a784ad,3,W,Enchantment — Aura
c4a7d70f-387d-40c5-bb3a-ba49a2b89855,Karn Liberated,SLP,36,0ca233f4-1b7f-4807-ab6e-2b1f5439b3db,7,,Legendary Planeswalker — Karn
c4b610d3-2005-4347-bcda-c30b5b7972e5,El-Hajjâj,ARN,24,f92c9a5d-853f-4157-89ba-8d8c8033c533,3,B,Creature — Human Wizard
c513f51b-a0db-4c08-8acc-1e91060b93b7,Tainted Pact,ODY,164,1a85ba2b-ae10-4917-954a-7709b75a9740,2,B,Instant
c54d5ea1-0cc9-4e84-b712-642d55915dae,Teferi's Protection,MAR,51,0d4ecdb1-ec90-497f-a7a4-1c68092b8757,3,W,Instant
c5553dc2-de19-4edf-b9f3-9a21b760b585,Sindbad,4BB,100,dc81069b-b2cf-44b3-98fc-45bb24b815cb,2,U,Creature — Human
c565f8fe-acf7-40dd-8100-8f692d1e232c,Talon Gates of Madara,M3C,134,8c45bf9d-a017-43bf-9e32-67810a8a217b,0,,Land — Gate
c56c7fb4-8b7b-40fc-879c-76cfb5d417b8,Overwhelming Forces,PTK,79,bdccceb6-ad3c-4a75-a8a6-ca796ede4185,8,B,Sorcery
c58ff93f-7135-40af-92ce-358da48694dc,Nesting Dovehawk,MOC,17,fe8fc442-ed17-40b2-8624-69f2eed3f9be,4,W,Creature — Bird
c5cd0d88-53b5-4560-bce0-910b3b7be946,Misty Rainforest,MM3,240,09dd85aa-47bc-4713-a9b9-8b52ff2285ed,0,,Land
c5e32a3d-c477-419a-97c2-851974c6b89e,Fire Ants,USG,187s,c23543b7-f637-4a7c-9b72-ec411cd5488e,3,R,Creature — Insect
c5fce146-ac20-4fc2-ba5a-ab135c323d55,Mountain,PGRU,4,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,Basic Land — Mountain
c60f0789-946a-4747-8ef8-a36514c46ec2,Simulacrum,SUM,130,20d69989-7250-40c7-a064-8ed78ccbe556,2,B,Instant
c61fa2c0-63c0-4dc2-9f17-5a00530e3348,Deadly Rollick,C20,42,0456ec64-2c81-4763-a352-8ff64a4c3d6b,4,B,Instant
c633ffe8-2198-4d62-969c-9a44a7ca132d,"Mondrak, Glory Dominus",ONE,299,fe83087d-c6c1-40be-9295-baaa1c6b2db1,4,W,Legendary Creature — Phyrexian Horror
c659c9e5-5ec6-4c7f-80b2-e1782e6c3334,"Gandalf, Shadow's Foe",HOC,99,6760d7d1-098e-4131-8824-53e5427d047b,7,U,Legendary Creature — Avatar Wizard
c65e2353-20a0-4894-bd9e-dae5c8920168,Dwarven Warriors,SUM,144,cfc553cd-3b4c-47a9-bffb-e5790befb32c,3,R,Creature — Dwarf Warrior
c67088f4-4cbf-47f5-a4f8-a00f8aae305c,Storm of Saruman,LTR,733,cf5f4860-e805-46a3-9352-a2c583e33403,6,U,Enchantment
c69d4007-d26b-442b-9c34-d3780c46c5f6,Howling Mine,2ED,248,d26b27db-a567-4631-b4b6-7294222fbdd1,2,,Artifact
c6ae9cff-8646-4069-8761-df734e067beb,Plateau,3ED,284,c7a15ca4-085f-4d92-8387-c3711c04c8fa,0,RW,Land — Mountain Plains
c6cad746-a1dc-4739-9707-9c12c42e141a,Misty Rainforest,MH2,438,09dd85aa-47bc-4713-a9b9-8b52ff2285ed,0,,Land
c6d16a9e-98c0-46e0-987c-f0de0915a204,"Jaws, Relentless Predator",SLD,2175,1202725c-170b-42d7-9f82-a431a987f30e,5,R,Legendary Creature — Shark
c7057b04-e22f-4e33-9f08-b9fbd2e54bf5,Verdant Catacombs,MH2,479,67d60b24-d429-4ded-90d9-06e49f28c396,0,,Land
c72c52be-5cb4-435d-8162-c27a0cf57adb,Underworld Breach,SLD,2040,27e0948b-9916-473b-8d8c-a51bdfbc7457,2,R,Enchantment
c730d44d-4ac6-4fa5-91bc-7a701da2bf32,Thoughtlace,SUM,85,6452b6a6-6235-46a3-a712-a26592450438,1,U,Instant
c75672e0-fa2d-43c5-9381-e17f2fd6d3bc,Urza's Tower,2XM,372,32fbb638-ab14-4e8b-a07a-d4c44e3496f2,0,,Land — Urza's Tower
c7658ec0-3207-4c7e-b31a-30a2a9249595,Urza's Saga,MB2,114,4c6a0c30-b547-4eff-8ff4-0ca25803c076,0,,Enchantment Land — Urza's Saga
c7710eb5-c56a-437b-8847-2a829c404d47,Sword of Feast and Famine,2XM,296,d0901053-6de0-46d0-9ee3-8d40510236c1,3,,Artifact — Equipment
c77ebe57-ea56-4300-b293-6260c4c01a43,Cyclonic Rift,CMM,84,d75b9c82-1b49-4c3e-a1b5-aeef57d6644b,2,U,Instant
c790770c-110d-4eb2-b9ae-3aa2bc745a9d,Pinkie Pie,SLD,1539,818f7024-bdce-4cf2-af64-00ae7864defb,2,RW,Legendary Creature — Pony
c7a401b8-29fb-46ef-a663-427f66724d5c,Displacer Kitten,CLB,63,09ef446c-a13d-49d9-a94c-cd5f5a2d440b,4,U,Creature — Cat Beast
c7a57f0e-5b67-44fc-ab68-9fc7a1345e9b,Scavenging Ghoul,SUM,128,68c0c04e-b0d5-4721-83bf-bf18e8b7e680,4,B,Creature — Zombie
c7c5efdb-ba10-456d-9dc2-4ca6e3550108,Mana Confluence,EOS,70,d0ee5bdc-2b69-4b73-9a20-ffcc18783b29,0,,Land
c7d7db76-0a0c-444f-96f1-559838450549,Doubling Season,WOT,52,01546b7d-a233-4176-8843-d732074dc5b6,5,G,Enchantment
c7e71299-98f6-494e-b187-8d22ce5f50af,Doubling Season,RAV,158,01546b7d-a233-4176-8843-d732074dc5b6,5,G,Enchantment
c80d1df6-247d-4ceb-8493-226a2a4a8f75,Swords to Plowshares,4BB,52,b1544f21-7e98-461b-aed5-e748b0168c52,1,W,Instant
c8173030-1c33-417c-b8e9-79231b6a85a7,Recurring Nightmare,EXO,72,a6708b11-1bcd-4208-a967-fe91f2e3313c,3,B,Enchantment
c818547c-a6f6-4c69-9e4d-33741e605093,Beast Whisperer,SLD,1099,5da7eea8-bb9e-47ce-a554-8a1ee058bd7a,4,G,Creature — Elf Druid
c83ed3e0-82d0-4410-a6ca-b0f923eadf83,"Thassa, Deep-Dwelling",THB,71,2396299a-c031-4020-b13e-1f9bf9d64511,4,U,Legendary Enchantment Creature — God
c8435923-d3eb-4366-a0d5-edf538f9f261,Demonic Tutor,SUM,105,82004860-e589-4e38-8d61-8c0210e4ea39,2,B,Sorcery
c84e8a0e-49a7-46f6-8a37-910e32753528,Mox Pearl,2ED,264,824597b8-c89a-47ec-8526-7efc6e24ef0e,0,W,Artifact
c8505bc8-218f-4b56-be78-ebde535ebaa0,Vampiric Tutor,6ED,161,ededbdae-d9dc-4206-9335-d7158f2d7700,1,B,Instant
c86b8a75-9e31-4a44-95b8-c83b9a49646f,Ocelot Pride,MH3,322,b4ce2c8f-a19c-461e-8a2e-0ec2bd3ebca3,1,W,Creature — Cat
c8777821-c142-4793-9942-c3a081316e76,Swords to Plowshares,FBB,41,b1544f21-7e98-461b-aed5-e748b0168c52,1,W,Instant
c87830ee-c6b9-4c68-bc04-74987b03858d,Urza's Incubator,DMR,453,b380c04b-0bce-4328-8f0a-1425e48bee72,3,,Artifact
c87fe9b8-3dae-4b22-bceb-be48cd082921,Grave Pact,8ED,137,6f4ac4a4-53ec-4bc9-8f5c-d4b801d867b2,4,B,Enchantment
c88e9802-4066-453e-b246-96b6245d21fe,Kird Ape,SUM,161,fbbc3acb-c917-44ff-ac6f-9dd6ebe3f4ad,1,R,Creature — Ape
c89c6895-b0f8-444a-9c89-c6b4fd027b3e,Necropotence,IMA,98,94a844d2-0574-45a7-b347-e0e329767c42,3,B,Enchantment
c8a8e37b-0b97-4355-8e00-169a82c38ea0,Nyxbloom Ancient,THB,330,8b610f8f-c8dd-4eeb-bc6e-3bc706d5f63e,7,G,Enchantment Creature — Elemental
c8b26b25-27a6-4e8b-ac4a-fd743f8aac1c,Stone Rain,SUM,180,6e880df6-fc00-43d2-a9c8-f575f40b78c6,3,R,Sorcery
c8d5d6a5-6807-4a80-9460-7633dc430ee9,Demonic Tutor,2ED,105,82004860-e589-4e38-8d61-8c0210e4ea39,2,B,Sorcery
c94a3780-74aa-4e1d-b08e-951db045b22f,Dauthi Voidwalker,SCH,23e,f1c2dbe2-fbe0-4058-bdf1-91d1b1832786,2,B,Creature — Dauthi Rogue
c972abe6-c732-4745-bde4-8b51698f05be,Flawless Maneuver,C20,26,4e183439-17d2-47ff-9d99-5e22821d91e3,3,W,Instant
c977fb5f-4436-41d0-af68-93b6d05897e5,The Queen of Dale,HOB,24,a2ec1dd0-86c7-423d-b562-ed95b79bf8f7,2,W,Legendary Creature — Human Noble
c993c74c-a574-423b-81c8-96b0a7a6e529,Jovial Evil,LEG,109,274c5367-f02e-44a0-be8a-5ed03c831bda,3,B,Sorcery
c99f6785-e5a1-4fdc-9fb5-e1a372e7e848,Intuition,TMP,70,3c9faba7-f2d3-4978-be94-020dc8003dc0,3,U,Instant
c9a26f51-5bff-4f06-abaa-6fbb56a8b5b6,Concordant Crossroads,2X2,141,ff01b408-6d17-40a3-9efd-a1b341ec1307,1,G,World Enchantment
c9a85474-e0e5-40cf-b0a3-a2b7da7f7000,Rhystic Study,SLD,478,53236dd7-845a-444c-96d5-f41ed7325d8f,3,U,Enchantment
c9a8cc61-7e36-4df7-9c89-c32fce129c5a,Arid Mesa,MM3,229,c5acf2a5-40f4-433d-a74d-1cb56c521464,0,,Land
c9bd60fc-2777-44bc-b314-a792e8e48360,Consecrated Sphinx,2X2,43,311a449d-dc74-46e6-9a47-6a597931f736,6,U,Creature — Sphinx
c9d6af7b-41a5-4077-81ed-7560548dcf3e,Anointed Procession,PLST,AKH-2,7246d45b-2185-4cdd-981b-5419b7d52bce,4,W,Enchantment
c9e753a2-a7d0-4d37-ae65-b5a1b5039a6e,Living Artifact,LEA,208,4ff9af56-ac18-4966-9e48-183e1ca1c2d0,1,G,Enchantment — Aura
ca55a2b4-f53a-4c76-bd28-8ce49108a322,Sliver Gravemother,CMM,777,0d59f010-9669-4ad2-9ae9-cd88b85f282c,5,BGRUW,Legendary Creature — Sliver
ca571ee8-07a2-43b8-9acf-89cbfd3cf7c9,Disrupting Scepter,LEA,242,cd30a128-4b23-476e-8066-2272fdc395d9,3,,Artifact
ca669988-e009-4b3e-af20-ee5885554d34,Volcanic Eruption,LEB,89,4c15889e-3172-413b-b805-a2b7ad05f636,3,U,Sorcery
ca736b62-9b02-49bf-8abd-5de6c4bf0ab0,Smothering Tithe,2X2,342,153376c9-dffd-458c-8ce3-a4c8269bc4e9,4,W,Enchantment
ca7bf790-d48c-4b05-8550-c9d67d6c2060,Abhorrent Oculus,SCH,50,b1a0e129-27f0-4a09-b00d-497e18777306,3,U,Creature — Eye
cac8c421-5b92-481d-b2de-560c0231ab58,Jayemdae Tome,LEA,254,39ee576a-0803-4063-9c84-f2b537e4d44c,4,,Artifact — Book
caf9cef4-0f2d-478a-b119-fe1967687f74,Personal Incarnation,LEA,31,6e49a5b8-6bc4-4c7b-82c1-957f1fb0ca5f,6,W,Creature — Avatar Incarnation
cafc2350-5d64-4379-9198-79a114654d45,Glasses of Urza,LEA,245,af7fabf4-8d55-4b06-9c21-472f4a5775b4,1,,Artifact
cb073d5b-9515-492d-9b2d-0f64e85f1da8,"Animar, Soul of Elements",CMD,181,725880b2-1675-414f-b61b-cf6533797dbf,3,GRU,Legendary Creature — Elemental
cb184c8a-207c-46b3-9927-41bbf66c9ffa,Tormod's Crypt,BCHR,109,1573f7f9-672c-421a-b1ac-3d0d8aea59ca,0,,Artifact
cb1bbd0b-a05a-4a6e-83d3-4bd067b7ef3a,Agatha's Soul Cauldron,PWOE,242p,c259e16f-2a44-4552-8678-815f757a02e8,2,,Legendary Artifact
cb3b9de4-0d31-431f-b060-69a33e9d9c85,Thassa's Oracle,SLD,1280,1de1b591-a73f-4974-b507-8c63e07a0868,2,U,Creature — Merfolk Wizard
cb425ed1-d428-495a-a56f-07b81e97dcd3,Pyretic Ritual,SLD,1064,86ef6474-613f-41fb-931c-d4279b03ed99,2,R,Instant
cb795f86-3721-4ae5-9893-49d7d9973f86,Force of Negation,TLE,13,ac2173f9-f223-440a-9231-fd98762bdc6f,3,U,Instant
cb9bf59f-6879-4343-9158-207ddd170bfb,Lotus Cobra,SLD,1223,8ad91f64-ccab-4edc-bd54-b2ee9267d614,2,G,Creature — Snake
cbac1d27-15e2-4e2f-82ab-625a16e096cb,Enlightened Tutor,MIR,14,c5229c17-b7be-4b05-b683-f2277edc4849,1,W,Instant
cbc085e9-bbb2-463a-b35c-bee13008a2c6,"Ulamog, the Infinite Gyre",2X2,337,b817bc56-9b4d-4c50-bafa-3c652b99578f,11,,Legendary Creature — Eldrazi
cbcec142-ba44-4d66-a1cc-9f98870a69d5,Snapcaster Mage,SLD,808,2bb2eda7-3b38-4c56-870f-c3218a1056f5,2,U,Creature — Human Wizard
cbd05eaa-7c0d-45f0-b085-87dc1d610c34,Bloodthirsty Conqueror,FDN,460,fd505c02-c59e-476d-8e88-35da862ddc23,5,B,Creature — Vampire Knight
cbd9ab01-a833-4fa4-8dee-151bd9800835,Veteran Bodyguard,LEA,41,d29078c0-1fb8-437a-81d1-bb319f646941,5,W,Creature — Human
cbe639bb-5797-4bec-b55b-aed296337e92,"Jace, the Mind Sculptor",BLC,75,7f77a84e-5a4b-4834-aefa-3cecc175ae8e,4,U,Legendary Planeswalker — Jace
cc6c7d89-32e7-4c3f-ac90-7db3a46eed4b,Xira Arien,LEG,270,4a6e367c-7bc9-44a3-8ede-f2d0651abad3,3,BGR,Legendary Creature — Insect Wizard
cc743a03-867c-4bb0-8fb0-2bcaa0a8a756,Wall of Ice,LEA,224,1945e165-7636-4727-89ba-3811251ef175,3,G,Creature — Wall
cc78f2e5-c02b-4f58-8510-660ca27d9a71,Urza's Tower,ATQ,85d,32fbb638-ab14-4e8b-a07a-d4c44e3496f2,0,,Land — Urza's Tower
ccaf995c-4554-4711-b3bc-eaa009c53c45,Ley Druid,SUM,206,a4ae41c7-9631-407d-8fd3-04f403d940a8,3,G,Creature — Human Druid
ccbb3a6d-7e75-46c7-a91f-db4cf8d003af,Bloodthirster,40K,73,e971249a-64a3-4a9b-9a0c-e9d858ca8a55,6,R,Creature — Demon
ccc3b385-f51c-45b3-afb1-321f892afc96,Hill Giant,SUM,158,342199e0-15b6-4824-83da-25caef2592b3,4,R,Creature — Giant
cd20aae9-9de0-498b-8325-f8e8290d56e3,Terror of the Peaks,OTJ,337,f8e17f4f-080d-4bba-bd05-ca27e94ccecc,5,R,Creature — Dragon
cd212de7-25f6-4b3b-a35b-df7d87fe205b,Rhystic Study,FCA,31,53236dd7-845a-444c-96d5-f41ed7325d8f,3,U,Enchantment
cd39e21d-89cf-4211-8b03-c53e7c48311b,Rain of Filth,SLD,1547,aa77980d-0434-40f0-990f-1c8c50610174,1,B,Instant
cd63d353-6764-4094-92de-9fca1a3e553f,Hurricane,SUM,202,9c021685-4017-49c7-9f58-2ae0243361a0,1,G,Sorcery
cd87f082-1596-43fd-b971-720090ac6733,Delighted Halfling,LTR,402,f9d3b046-0b95-4103-a630-4b3fb88bb60b,1,G,Creature — Halfling Citizen
cdab94e2-f0a1-42ad-9b03-a780f3de6901,Commander's Plate,PCMR,305p,cae166de-e681-40a0-83a8-3c17cf40e2fc,1,,Artifact — Equipment
cdad38f7-9dfa-4f1b-9fac-41ab2b253f53,Wooded Foothills,ONS,330,6587a463-a108-4854-b6d1-944e89b8c8a4,0,,Land
cdcccb0f-ce96-453b-9e82-41d87f52e58b,Ashnod's Altar,ATQ,38,4d18bcba-a346-445e-a182-6cc30b7e066d,3,,Artifact
cdf0afa6-7003-454d-9b8a-e3328aaf29ed,Storm World,LEG,165,868f4ab2-a846-4ad0-8720-95fd234dd36b,1,R,World Enchantment
cdf8c817-3fdf-4121-96b6-869f9c0e496d,"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",SLP,49,1ed9e351-0000-4b75-8ecb-d15bd88df68a,1,GU,Legendary Creature — Moonfolk Wizard // Legendary Planeswalker — Tamiyo
cdfafa38-e7db-4a42-99b8-fc65ab41c572,Darksteel Citadel,SLD,608,8dc067bf-f78f-4ac4-b6e7-b305c42cf0bc,0,,Artifact Land
ce2414c5-5956-4934-bed7-7c32ca3a9595,Rock Hydra,SUM,173,aff84707-f5f8-4f53-869e-feec78da8d8d,2,R,Creature — Hydra
ce2d603a-3231-4a8c-bf39-1617586ea870,Grizzly Bears,LEA,199,14c8f55d-d177-4c25-a931-ebeb9e6062a0,2,G,Creature — Bear
ce330b20-bc6e-4353-93af-4c5bf8fc12be,"Vorinclex, Monstrous Raider",PKHM,199p,5a3fdf5a-bff8-4896-b288-3f43f9a72d9b,6,G,Legendary Creature — Phyrexian Praetor
ce3e5829-6f95-48ef-ad1a-47a1beaf7705,Lifelace,SUM,208,eec1de80-4b3d-481d-a235-c299e0381830,1,G,Instant
ce4c6535-afea-4704-b35c-badeb04c4f4c,Exploration,2XM,167,0c2841bb-038c-4fbf-8360-bc0a1522b58d,1,G,Enchantment
ce4db796-ee4a-46de-8b9a-89378dd30d73,Mesa Pegasus,SUM,28,8161f5b8-6aab-4133-ba2c-2e7b5774153e,2,W,Creature — Pegasus
ce65226a-12cd-416a-bb60-12e9b35f609b,Nazgûl,LTR,332,48a62778-7c11-486f-a0e1-020c283a7ef9,3,B,Creature — Wraith Knight
ce7f821d-a4e1-4d7f-8411-eaff170cb794,Energy Flux,SUM,57,7a756cd1-29a8-4edf-bb74-fbb5b4020022,3,U,Enchantment
ce83a3cb-467d-44f6-a051-4855c8cf52a6,Argivian Archaeologist,ATQ,1,4b889ec0-6130-4e31-bb02-03fdabd28bee,3,W,Creature — Human Artificer
ce860ed4-a5bd-4347-9eab-dd716ea84db1,Bloodthirsty Conqueror,FDN,58,fd505c02-c59e-476d-8e88-35da862ddc23,5,B,Creature — Vampire Knight
ce9c9221-582e-496d-845c-164f2502ffeb,Savannah,FBB,285,703243f0-8cb3-420f-958f-5fd4bde30293,0,GW,Land — Forest Plains
cea9aa06-d0ad-4dae-a36f-f84278a45c3a,Command Tower,SLD,1496,0895c9b7-ae7d-4bb3-af17-3b75deb50a25,0,,Land
cebd6adc-cfb1-4cbb-abf5-9f2913c81898,Breeding Pool,RVR,293,20283c4a-f1f0-42f0-bc08-6da87474426b,0,GU,Land — Forest Island
cecb34f8-6961-4c27-9368-26d156714d7b,Natural Order,POR,175,8c1fe337-375a-4add-93b6-0ac39ed72b4f,4,G,Sorcery
cecdb092-7af2-4c53-be47-f6573fcb2f7d,Ouroboroid,PEOE,201p,50d6fd91-23d3-4d32-804f-6233e4386904,4,G,Creature — Plant Wurm
ced18935-4ce9-466e-a88d-2b14ff8f989f,Ancient Silver Dragon,CLB,56,939556c8-e363-4453-a624-ca52b151467e,8,U,Creature — Elder Dragon
ced83afa-9718-4b8a-961b-394f8595c480,Kudzu,LEB,205,51ca5965-ae39-4e51-8948-9a230a03f906,3,G,Enchantment — Aura
cef789e8-e4cc-4f61-bc15-debc2487777f,Parallax Wave,NEM,17,0accfb04-bc8b-4cab-997a-2337ac42db8f,4,W,Enchantment
cef7e936-bd27-4955-a5ea-c1e88a9ab646,Snow-Covered Island,SLD,1474,5b2460a5-6ae5-4cad-ba94-1a9e98e6e4c0,0,U,Basic Snow Land — Island
cefbe595-93a9-4a5d-b5a5-4f517cec7bdd,Plains,SLD,1399,bc71ebf6-2056-41f7-be35-b2e5c34afa99,0,W,Basic Land — Plains
cf14de50-d123-400c-862e-2c95fd2aa23f,Oath of Druids,EXO,115,cf0dcb27-f02e-4065-81dc-75fbbb09ea3f,2,G,Enchantment
cf268311-7fc8-42a1-8c41-bd71d8a26483,"Otawara, Soaring City",PNEO,271p,e9b6a394-691c-425a-9307-76d8edc7375e,0,U,Legendary Land
cf56e862-3169-4f63-acd0-731080fa32f2,Serendib Efreet,ARN,20,dd520d83-297a-487f-b8f3-4997bbc056e0,3,U,Creature — Efreet
cf5f3c61-1e54-4eea-bf82-311cfa988e6a,Cursed Land,LEA,97,0d61239f-28e4-4adb-8f6e-b56e9c8699af,4,B,Enchantment — Aura
cf8443b5-817d-4bd5-81cc-956ad7933dc1,Gimli of the Glittering Caves,LTC,115,f6747295-d21d-40d7-bc70-baa4a37ae668,3,R,Legendary Creature — Dwarf Warrior
cf9cd36b-336a-48f9-829e-b70207601b6b,Witch-king of Angmar,LTR,565,2eb1b429-8d11-42f3-8815-5a60b6a4e2d5,5,B,Legendary Creature — Wraith Noble
cfa99cbd-cce8-4c6e-87c1-c2ccfef87d08,Jandor's Saddlebags,SUM,257,3aa0e73f-ac88-47a5-9cc5-0c941a939eae,2,,Artifact
cfb49910-30fe-483e-b3b8-6268417f013c,"Chimil, the Inner Sun",LCC,106,119d9671-61ba-4629-89b1-f94bdec5cb74,6,,Legendary Artifact
cfba606d-bb55-43ba-aa0c-299649958788,Fog,LEA,193,27e9db49-7af7-4bef-ad4c-bf5dfb92030d,1,G,Instant
cfdf9706-acdb-48fc-89db-93bc50b3b9ad,Mana Vault,UMA,229,736892cb-a34b-4bb9-b56c-e26e3db207a2,1,,Artifact
d052d99b-b1ca-44da-8460-c022d041d665,Polluted Delta,ZNE,2,ef86989d-ce80-4e55-aece-7d11710eeffa,0,,Land
d05a2b18-f562-4aa5-8979-4c6942ce7edf,Vendilion Clique,PSPL,8,244d4807-0802-41bc-9460-55ac38a28a72,3,U,Legendary Creature — Faerie Wizard
d05b92bd-797e-413f-a8b0-32e0937a1ee0,Savannah Lions,LEA,38,60ba93eb-39e6-4af2-9c66-cd38f72daff2,1,W,Creature — Cat
d0a7cb23-d229-43c5-addd-dcf423984b0c,Pirate Ship,LEA,70,c6b3f924-806d-47d3-b044-72b48470196c,5,U,Creature — Human Pirate
d0ba7b76-f3d0-47d0-8a35-0c08e67200fb,Righteousness,LEA,36,3f6b2f76-0364-415e-a6a2-e9e5bf31b745,1,W,Instant
d0bd76c8-4cff-4c15-9686-7a299b589814,Frozen Shade,LEA,109,f75f9006-217d-4ec8-9c35-ceefe1c5ae4e,3,B,Creature — Shade
d0c08da9-edcc-4fca-9b7a-e3da49ba1839,Cavern of Souls,PLST,AVR-226,89ca686a-7c72-4d8f-9290-e89635624a83,0,,Land
d0c5cf64-9844-4b5b-8e6b-b97c50cce053,Island,LEB,292,b2c6aa39-2d2a-459c-a555-fb48ba993373,0,U,Basic Land — Island
d0d33d52-3d28-4635-b985-51e126289259,"Atraxa, Praetors' Voice",2XM,190,7e6b9b59-cd68-4e3c-827b-38833c92d6eb,4,BGUW,Legendary Creature — Phyrexian Angel Horror
d0e276fb-3af7-444e-b132-1fe9f2e1fd2a,Concordant Crossroads,2X2,367,ff01b408-6d17-40a3-9efd-a1b341ec1307,1,G,World Enchantment
d0e65d75-7fe1-4804-8cfa-d7a42bacacae,Akroma's Will,CMR,615,fd949f82-fc10-4e37-8aa9-6c7569fe3c55,4,W,Instant
d10f8a05-78b0-42a7-adcd-83f6bafe5417,Old Man of the Sea,ARN,18,cce84cf1-5574-43b0-9d75-72e6451403a7,3,U,Creature — Djinn
d1309a80-a761-4b80-8cf1-1a8b83190511,Swamp,LEB,294,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,Basic Land — Swamp
d16af289-c74d-4b1f-a6cf-8aed30fa961c,Overlord of the Balemurk,PDSK,113p,652e87af-7cf0-407f-9fb7-1a630fb8dd47,5,B,Enchantment Creature — Avatar Horror
d18e952b-ab4d-4f90-bf5e-4db490e4e203,Vesuvan Doppelganger,LEB,88,aeaccab9-3e2c-4a40-a483-52c4972b2014,5,U,Creature — Shapeshifter
d1a48818-7783-4698-976e-23f0c9bc9577,Cursed Land,SUM,98,0d61239f-28e4-4adb-8f6e-b56e9c8699af,4,B,Enchantment — Aura
d1cbcd04-aabf-420e-9bc8-4270f78e25d7,Exploration,DMR,339,0c2841bb-038c-4fbf-8360-bc0a1522b58d,1,G,Enchantment
d234f3d7-2f15-4fbf-92db-16c3433d644b,Black Vise,LEB,234,de7839fb-7040-48ab-a6d4-d1952972943d,1,,Artifact
d2379f78-c03f-447f-b3c9-10a918d556e9,Consecrate Land,LEA,14,4627691c-4ed4-4add-9cc3-2e019be2f9fd,1,W,Enchantment — Aura
d27608e7-6539-4813-95b6-d8847cdc6a12,Icy Manipulator,LEB,249,3608f1f7-8dc5-4dd1-ae91-c830e1de9529,4,,Artifact
d27cf7b7-7982-46bd-a559-7789c0e74bae,"Kozilek, Butcher of Truth",2X2,2,7b8528b0-71eb-4c9e-bed9-aa2d2e84038f,10,,Legendary Creature — Eldrazi
d2d5124b-4d73-4aa9-9331-88e03779ffad,Eye of Ugin,MM2,242,10d13ff6-c4d0-4753-8939-a8a90f0e92bb,0,,Legendary Land
d2df84f2-08e8-43e4-825f-dccfe096d92b,Capture of Jingzhou,PTK,38,89aa65d9-2502-40b0-90b6-b25a8e9f6155,5,U,Sorcery
d2e9decf-47b7-44e0-b380-8055b6011021,Pyramids,ARN,67,da2f0d16-3cb4-492d-8535-52a31dbae95e,6,,Artifact
d2f8035b-c776-4213-a5e2-e6c7c3f5961f,"Muxus, Goblin Grandee",SLD,1314,07c82cde-f00d-4454-9df4-9286e344c9bb,6,R,Legendary Creature — Goblin Noble
d3016d92-a5ee-44d7-aa0a-775fa04a7c6a,Flooded Strand,MH3,436,f3c7af78-a77d-4134-82a2-a5ce84285a84,0,,Land
d30dd823-9a04-4e3d-89c6-0fc5afc9efa4,"Celes, Rune Knight",FIC,201,aea8345a-191d-4c62-8d15-a716a9934b66,4,BRW,Legendary Creature — Human Wizard Knight
d3677117-9b65-4a63-ad84-a633c1ab81fe,Stomping Ground,RVR,299,16052b52-ade1-406f-a06b-ce7ea607fb63,0,GR,Land — Mountain Forest
d3740beb-7fa5-4b83-be7d-039750b126c5,Mountain,SLD,1402,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,Basic Land — Mountain
d3d269bc-3295-430a-9370-7d5a41b8fbf9,Weakness,SUM,136,f07a24c0-bf3c-4733-9473-c6be3b16950e,1,B,Enchantment — Aura
d3ddbe51-cd1a-4b2c-849a-7c82d622122a,Mijae Djinn,ARN,42,61bebdfa-5df0-4952-abf9-dc5e0e4f57ea,3,R,Creature — Djinn
